,name,scores_avg
5218,Monster Hunter Generations Ultimate,80.0
5219,Monster Hunter Rise,88.0
5220,Monster Hunter Stories,79.0
5221,Monster Hunter Stories 2: Wings of Ruin,81.5
5222,Monster Hunter Tri,84.0
5223,Monster Hunter: World,89.33333333333333
5224,Monster Hunter: World - Iceborne,88.66666666666667
5225,Monster Jam,43.0
5226,Monster Jam Steel Titans,47.0
5227,Monster Jam Steel Titans 2,59.0
5228,Monster Kingdom: Jewel Summoner,66.0
5229,Monster Lab,74.0
5230,Monster Madness: Battle for Suburbia,57.0
5231,Monster Madness: Grave Danger,55.0
5232,Monster Monpiece,67.0
5233,Monster Prom,73.0
5234,Monster Prom 2: Monster Camp,80.0
5235,Monster Prom: XXL,73.0
5236,Monster Rancher 1 & 2 DX,65.5
5237,Monster Rancher EVO,58.0
5238,Monster Sanctuary,74.0
5239,Monster Tale,79.0
5240,Monster Train,86.0
5241,Monster Truck Championship,68.33333333333333
5242,Monster of the Deep: Final Fantasy XV,62.0
5243,MonsterBag,66.0
5244,Monsters (Probably) Stole My Princess,72.0
5245,Montague's Mount,39.0
5246,Moon,71.0
5247,Moon Diver,60.5
5248,Moon Hunters,62.0
5249,Moonglow Bay,71.5
5250,Moonlighter,80.5
5251,Moons of Madness,65.33333333333333
5252,Morbid: The Seven Acolytes,71.0
5253,Mordheim: City of the Damned,73.0
5254,Morningstar: Descent to Deadrock,62.0
5255,Morphies Law,48.0
5256,Morphite,65.0
5257,Mortal Kombat,85.0
5258,Mortal Kombat 11,82.0
5259,Mortal Kombat 11 Ultimate,88.0
5260,Mortal Kombat 11: Aftermath,77.0
5261,Mortal Kombat Arcade Kollection,60.5
5262,Mortal Kombat Komplete Edition,81.0
5263,Mortal Kombat X,81.66666666666667
5264,Mortal Kombat XL,85.0
5265,Mortal Kombat vs. DC Universe,74.0
5266,Mortal Kombat: Armageddon,74.33333333333333
5267,Mortal Kombat: Deception,77.0
5268,Mortal Kombat: Shaolin Monks,77.5
5269,Mortal Kombat: Unchained,70.0
5270,Mortal Shell,75.66666666666667
5271,Mortal Shell: Enhanced Edition,74.0
5272,Mosaic,66.5
5273,Moscow to Berlin: Red Siege,57.0
5274,Moss,85.0
5275,Mother Russia Bleeds,70.0
5276,Mothergunship,75.66666666666667
5277,MotionSports,40.0
5278,MotionSports Adrenaline,41.0
5279,Moto Racer 4,49.0
5280,MotoGP,69.0
5281,MotoGP '06,80.0
5282,MotoGP '07,78.0
5283,MotoGP 07,62.0
5284,MotoGP 08,60.5
5285,MotoGP 09/10,69.5
5286,MotoGP 10/11,68.0
5287,MotoGP 13,72.5
5288,MotoGP 14,73.0
5289,MotoGP 17,68.0
5290,MotoGP 18,66.0
5291,MotoGP 19,75.5
5292,MotoGP 20,79.0
5293,MotoGP 21,77.0
5294,MotoGP 3: Ultimate Racing Technology,81.0
5295,MotoGP 4,71.0
5296,MotoHeroz,82.0
5297,Motocross Madness,73.0
5298,Motocross Mania 3,38.0
5299,MotorStorm,84.0
5300,MotorStorm Arctic Edge,75.5
5301,MotorStorm RC,78.0
5302,MotorStorm: Apocalypse,77.0
5303,MotorStorm: Pacific Rift,82.0
5304,Motorsport Manager,81.0
5305,Mount & Blade,72.0
5306,Mount & Blade: Warband,68.0
5307,Mount & Blade: With Fire & Sword,68.0
5308,MouseCraft,72.0
5309,Moving Out,77.0
5310,Mr. Driller 2,62.0
5311,Mr. Driller Online,45.0
5312,Mr. Driller: Drill Land,80.0
5313,Mr. Shifty,68.0
5314,Ms. 'Splosion Man,83.0
5315,Ms. Pac-Man,65.0
5316,MudRunners: A Spintires Game,67.0
5317,Mugen Souls,55.0
5318,Mugen Souls Z,57.0
5319,Mugsters,72.0
5320,Mulaka,70.0
5321,Multiwinia: Survival of the Flattest,76.0
5322,Mundaun,73.5
5323,Munin,68.0
5324,Muramasa Rebirth,78.0
5325,Muramasa: The Demon Blade,81.0
5326,Murasaki Baby,69.0
5327,Murder by Numbers,78.5
5328,Murder in the Abbey,64.0
5329,Murdered: Soul Suspect,56.333333333333336
5330,Murderous Pursuits,63.0
5331,Musashi: Samurai Legend,64.0
5332,Muscle March,62.0
5333,Muse Dash,73.0
5334,Mushihimesama,84.0
5335,Mushroom 11,78.0
5336,Mushroom Men: Rise of the Fungi,45.0
5337,Mushroom Men: The Spore Wars,72.0
5338,Mushroom Wars 2,72.0
5339,Musynx,78.0
5340,Mutant Football League: Dynasty Edition,66.0
5341,Mutant Mudds,70.5
5342,Mutant Mudds Collection,85.0
5343,Mutant Mudds Deluxe,84.0
5344,Mutant Mudds: Super Challenge,83.0
5345,Mutant Storm Empire,77.0
5346,Mutant Storm Reloaded,77.0
5347,Mutant Year Zero: Road to Eden,78.0
5348,Mutant Year Zero: Road to Eden - Deluxe Edition,71.0
5349,Mutant Year Zero: Road to Eden - Seed of Evil,71.0
5350,Mutazione,78.0
5351,Mutropolis,71.0
5352,My Brother Rabbit,78.0
5353,My Friend Pedro,79.5
5354,My Frogger: Toy Trials,66.0
5355,My Hero One's Justice,69.0
5356,My Hero One's Justice 2,66.0
5357,My Horse & Me,49.0
5358,My Memory of Us,70.5
5359,My Pet Shop,60.0
5360,My Pokemon Ranch,47.0
5361,My Spanish Coach,73.0
5362,My Time At Portia,73.0
5363,My Word Coach,69.5
5364,"My World, My Way",67.0
5365,MySims,68.33333333333333
5366,MySims Agents,78.0
5367,MySims Kingdom,67.0
5368,MySims Party,60.0
5369,MySims Racing,67.5
5370,MySims SkyHeroes,61.666666666666664
5371,Myst,43.0
5372,Myst IV: Revelation,75.0
5373,Myst V: End of Ages,80.0
5374,Mystery Case Files: MillionHeir,65.0
5375,Mystery Case Files: The Malgrave Incident,65.0
5376,Mystery Dungeon: Shiren the Wanderer,69.0
5377,Mytran Wars,68.0
5378,N+,81.33333333333333
5379,N++,83.33333333333333
5380,N.E.R.O.: Nothing Ever Remains Obscure,61.5
5381,N3II: Ninety-Nine Nights,45.0
5382,NAIRI: Tower of Shirin,72.0
5383,NARC,50.5
5384,NASCAR,66.0
5385,NASCAR '14,67.0
5386,NASCAR 06: Total Team Control,78.5
5387,NASCAR 07,70.0
5388,NASCAR 08,57.333333333333336
5389,NASCAR 09,67.0
5390,NASCAR 2011: The Game,62.0
5391,NASCAR Heat 2,66.0
5392,NASCAR Heat 3,66.0
5393,NASCAR Heat 4,72.0
5394,NASCAR Heat 5,66.0
5395,NASCAR Heat Evolution,66.0
5396,NASCAR Kart Racing,70.0
5397,NASCAR SimRacing,85.0
5398,NASCAR The Game: Inside Line,72.0
5399,NASCAR: The Game 2013,64.0
5400,NBA,57.0
5401,NBA 06,67.5
5402,NBA 07,64.66666666666667
5403,NBA 08,65.66666666666667
5404,NBA 09 The Inside,71.0
5405,NBA 10 The Inside,69.0
5406,NBA 2K Playgrounds 2,67.5
5407,NBA 2K10,82.5
5408,NBA 2K10: Draft Combine,71.0
5409,NBA 2K11,89.0
5410,NBA 2K12,90.0
5411,NBA 2K13,87.66666666666667
5412,NBA 2K14,85.5
5413,NBA 2K15,82.5
5414,NBA 2K16,86.5
5415,NBA 2K17,89.0
5416,NBA 2K18,79.66666666666667
5417,NBA 2K19,80.33333333333333
5418,NBA 2K20,77.0
5419,NBA 2K21,73.5
5420,NBA 2K22,76.0
5421,NBA 2K6,83.0
5422,NBA 2K7,82.0
5423,NBA 2K8,78.0
5424,NBA 2K9,83.0
5425,NBA Baller Beats,73.0
5426,NBA Ballers: Chosen One,54.5
5427,NBA Ballers: Phenom,69.5
5428,NBA Ballers: Rebound,69.0
5429,NBA Jam,75.0
5430,NBA Jam: On Fire Edition,83.0
5431,NBA Live 06,74.5
5432,NBA Live 07,63.2
5433,NBA Live 08,67.8
5434,NBA Live 09,76.0
5435,NBA Live 09 All-Play,51.0
5436,NBA Live 10,80.5
5437,NBA Live 14,39.5
5438,NBA Live 15,56.0
5439,NBA Live 16,59.5
5440,NBA Live 18,72.0
5441,NBA Live 19,74.0
5442,NBA Playgrounds,66.0
5443,NBA Street Homecourt,80.5
5444,NBA Street Showdown,75.0
5445,NBA Street V3,88.66666666666667
5446,NBA Unrivaled,24.5
5447,NCAA Basketball 09,69.0
5448,NCAA Basketball 10,75.0
5449,NCAA Football 06,87.0
5450,NCAA Football 07,82.25
5451,NCAA Football 08,79.0
5452,NCAA Football 09,82.0
5453,NCAA Football 10,81.5
5454,NCAA Football 11,85.5
5455,NCAA Football 12,82.0
5456,NCAA Football 13,77.5
5457,NCAA Football 14,77.0
5458,NCAA March Madness 06,77.0
5459,NCAA March Madness 07,65.0
5460,NCAA March Madness 08,68.0
5461,NCIS,35.0
5462,NEO Scavenger,77.0
5463,NEO: The World Ends With You,81.0
5464,NEON STRUCT,62.0
5465,NEOVERSE: Trinity Edition,62.0
5466,NES Remix,71.0
5467,NES Remix 2,73.0
5468,NFL Blitz,79.0
5469,NFL Head Coach,66.33333333333333
5470,NFL Head Coach 09,65.5
5471,NFL Street 2 Unleashed,73.0
5472,NFL Street 3,69.0
5473,NFL Tour,47.0
5474,NHL 06,78.0
5475,NHL 07,75.6
5476,NHL 08,78.66666666666667
5477,NHL 09,88.0
5478,NHL 10,88.0
5479,NHL 11,88.0
5480,NHL 12,86.0
5481,NHL 13,83.5
5482,NHL 14,80.5
5483,NHL 15,59.5
5484,NHL 16,79.0
5485,NHL 17,77.5
5486,NHL 18,76.0
5487,NHL 19,81.0
5488,NHL 20,81.0
5489,NHL 21,72.0
5490,NHL 22,72.5
5491,NHL 2K10,71.33333333333333
5492,NHL 2K11,62.0
5493,NHL 2K6,79.66666666666667
5494,NHL 2K7,77.0
5495,NHL 2K8,72.5
5496,NHL 2K9,68.0
5497,NHL Eastside Hockey Manager 2005,82.0
5498,NHL Slapshot,76.0
5499,NIER,67.5
5500,NPPL Championship Paintball 2009,44.5
5501,NUTS,67.0
5502,NaissanceE,66.0
5503,Namco Museum,72.0
5504,Namco Museum 50th Anniversary,60.75
5505,Namco Museum Archives Vol. 1,66.0
5506,Namco Museum Archives Vol. 2,67.0
5507,Namco Museum Battle Collection,73.0
5508,Namco Museum DS,67.0
5509,Namco Museum Essentials,64.0
5510,Namco Museum Megamix,53.0
5511,Namco Museum Remix,49.0
5512,Namco Museum: Virtual Arcade,63.0
5513,Nancy Drew: Danger By Design,70.0
5514,Nancy Drew: Legend of the Crystal Skull,79.0
5515,Nancy Drew: Secret of the Old Clock,80.0
5516,Nancy Drew: The Creature of Kapu Cave,68.0
5517,Nancy Drew: The Deadly Secret of Olde World Park,64.0
5518,Nancy Drew: The Phantom of Venice,69.0
5519,Nancy Drew: The Ransom of the Seven Ships,78.0
5520,Nancy Drew: The White Wolf of Icicle Creek,70.0
5521,Nancy Drew: Warnings at Waverly Academy,76.0
5522,Nano Assault,75.0
5523,Nano Assault EX,74.0
5524,Nano Assault Neo,71.0
5525,NanoBreaker,51.0
5526,Nanostray,71.0
5527,Nanostray 2,75.0
5528,Nanotale - Typing Chronicles,68.0
5529,Nantucket,74.0
5530,Napoleon Dynamite: The Game,41.0
5531,Napoleon: Total War,81.0
5532,Naraka: Bladepoint,71.0
5533,Narco Terror,50.0
5534,Narcos: Rise of the Cartels,55.666666666666664
5535,Narcosis,72.0
5536,Narita Boy,74.75
5537,Naruto Powerful Shippuden,71.0
5538,Naruto Shippuden: Clash of Ninja Revolution III,74.0
5539,Naruto Shippuden: Dragon Blade Chronicles,38.0
5540,Naruto Shippuden: Kizuna Drive,57.0
5541,Naruto Shippuden: Legends: Akatsuki Rising,60.0
5542,Naruto Shippuden: Naruto vs. Sasuke,64.0
5543,Naruto Shippuden: Ninja Council 4,49.0
5544,Naruto Shippuden: Ninja Destiny 2,55.0
5545,Naruto Shippuden: Shinobi Rumble,56.0
5546,Naruto Shippuden: Ultimate Ninja Heroes 3,61.0
5547,Naruto Shippuden: Ultimate Ninja Impact,59.0
5548,Naruto Shippuden: Ultimate Ninja Storm 2,75.0
5549,Naruto Shippuden: Ultimate Ninja Storm 3,73.5
5550,Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst,76.5
5551,Naruto Shippuden: Ultimate Ninja Storm 4,79.5
5552,Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto,79.0
5553,Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto Expansion,73.5
5554,Naruto Shippuden: Ultimate Ninja Storm Generations,74.0
5555,Naruto Shippuden: Ultimate Ninja Storm Revolution,67.5
5556,Naruto Shippuden: Ultimate Ninja Storm Trilogy,70.0
5557,Naruto to Boruto: Shinobi Striker,62.333333333333336
5558,Naruto: Clash of Ninja,72.0
5559,Naruto: Clash of Ninja 2,74.0
5560,Naruto: Clash of Ninja Revolution,74.0
5561,Naruto: Clash of Ninja Revolution 2,72.0
5562,Naruto: Ninja Council,60.0
5563,Naruto: Ninja Council 2,55.0
5564,Naruto: Ninja Council 3,56.0
5565,Naruto: Ninja Destiny,61.0
5566,Naruto: Path of the Ninja,57.0
5567,Naruto: Path of the Ninja 2,62.0
5568,Naruto: Rise of a Ninja,78.0
5569,Naruto: The Broken Bond,80.0
5570,Naruto: Ultimate Ninja,75.0
5571,Naruto: Ultimate Ninja 2,73.0
5572,Naruto: Ultimate Ninja 3,75.0
5573,Naruto: Ultimate Ninja Heroes,70.0
5574,Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress,64.0
5575,Naruto: Ultimate Ninja Storm,75.0
5576,Naruto: Uzumaki Chronicles,62.0
5577,Naruto: Uzumaki Chronicles 2,52.0
5578,Natsuki Chronicles,80.0
5579,Natural Doctrine,56.5
5580,Natural Selection 2,80.0
5581,Naughty Bear,43.0
5582,Naughty Bear: Panic in Paradise,45.5
5583,Naval Assault: The Killing Tide,40.0
5584,Naval War: Arctic Circle,64.0
5585,Nebuchadnezzar,73.0
5586,NecroVisioN,63.0
5587,Necrobarista,81.0
5588,Necrobarista: Final Pour,76.0
5589,Necromunda: Hired Gun,55.75
5590,Necromunda: Underhive Wars,56.0
5591,Necropolis,58.0
5592,Need for Speed,66.33333333333333
5593,Need for Speed Carbon,73.66666666666667
5594,Need for Speed Carbon: Own the City,73.0
5595,Need for Speed Heat,72.66666666666667
5596,Need for Speed Most Wanted,81.66666666666667
5597,Need for Speed Payback,61.333333333333336
5598,Need for Speed ProStreet,66.5
5599,Need for Speed Undercover,57.6
5600,Need for Speed Underground 2,65.0
5601,Need for Speed Underground Rivals,74.0
5602,Need for Speed World,62.0
5603,Need for Speed: Carbon,78.0
5604,Need for Speed: Hot Pursuit,78.25
5605,Need for Speed: Hot Pursuit Remastered,75.25
5606,Need for Speed: Most Wanted,82.33333333333333
5607,Need for Speed: Most Wanted (2005),82.5
5608,Need for Speed: Most Wanted - A Criterion Game,78.0
5609,Need for Speed: Most Wanted 5-1-0,72.0
5610,Need for Speed: Most Wanted U,86.0
5611,Need for Speed: Nitro,69.5
5612,Need for Speed: ProStreet,70.0
5613,Need for Speed: Rivals,76.75
5614,Need for Speed: Shift,79.75
5615,Need for Speed: The Run,66.5
5616,Need for Speed: Undercover,65.0
5617,Nelke & the Legendary Alchemists: Ateliers of the New World,68.5
5618,Nelly Cootalot: The Fowl Fleet,79.5
5619,Neo Cab,75.0
5620,Neo Geo Pocket Color Selection Vol. 1,79.0
5621,NeoGeo Battle Coliseum,66.0
5622,Neon Abyss,78.5
5623,Neon Chrome,69.0
5624,Neopets Petpet Adventures: The Wand of Wishing,66.0
5625,Neopets Puzzle Adventure,61.0
5626,Neopets: The Darkest Faerie,61.0
5627,Neptunia ReVerse,67.0
5628,Neptunia Virtual Stars,56.0
5629,Neptunia x Senran Kagura: Ninja Wars,66.0
5630,Nerf N-Strike,66.0
5631,Nerf N-Strike Elite,67.0
5632,Nerve,67.0
5633,Nervous Brickdown,70.0
5634,Nether,57.0
5635,NeuroVoider,85.0
5636,Never Alone,70.33333333333333
5637,Never Give Up,78.0
5638,Never Stop Sneakin',71.0
5639,NeverDead,51.0
5640,NeverEnd (2006),44.0
5641,Neverending Nightmares,71.0
5642,Neverland Card Battles,57.0
5643,Nevermind,65.0
5644,Neverout,62.0
5645,Neversong,74.0
5646,Neverwinter,71.33333333333333
5647,Neverwinter Nights 2,82.0
5648,Neverwinter Nights 2: Mask of The Betrayer,82.0
5649,Neverwinter Nights 2: Mysteries of Westgate,73.0
5650,Neverwinter Nights 2: Storm of Zehir,73.0
5651,Neverwinter Nights: Enhanced Edition,59.5
5652,Neves,70.0
5653,New Frontier Days: Founding Pioneers,52.0
5654,New Gundam Breaker,43.0
5655,New International Track & Field,73.0
5656,New Little King's Story,70.0
5657,New Play Control! Donkey Kong Jungle Beat,78.0
5658,New Play Control! Mario Power Tennis,65.0
5659,New Play Control! Pikmin,77.0
5660,New Pokemon Snap,79.0
5661,New Rally-X,43.0
5662,New Super Lucky's Tale,76.0
5663,New Super Luigi U,77.0
5664,New Super Mario Bros.,89.0
5665,New Super Mario Bros. 2,78.0
5666,New Super Mario Bros. U,84.0
5667,New Super Mario Bros. U Deluxe,80.0
5668,New Super Mario Bros. Wii,87.0
5669,New World,70.0
5670,New Zealand Story Revolution,62.0
5671,Nex Machina: Death Machine,86.0
5672,Nexomon: Extinction,71.0
5673,Next Life,56.0
5674,Nexuiz,64.0
5675,Nexus: The Jupiter Incident,77.0
5676,Ni no Kuni II: Revenant Kingdom,82.5
5677,Ni no Kuni II: Revenant Kingdom - Prince's Edition,80.0
5678,Ni no Kuni: Wrath of the White Witch,84.5
5679,Ni no Kuni: Wrath of the White Witch Remastered,86.0
5680,NiGHTS into Dreams...,73.5
5681,NiGHTS: Journey of Dreams,69.0
5682,Nibiru: Age of Secrets,66.0
5683,Nickelodeon All-Star Brawl,66.5
5684,Nickelodeon Barnyard,65.0
5685,Nickelodeon Danny Phantom: Urban Jungle,61.0
5686,Nickelodeon Kart Racers,44.0
5687,Nickelodeon Kart Racers 2: Grand Prix,66.33333333333333
5688,Nicktoons Unite!,53.0
5689,Nicktoons: Battle for Volcano Island,59.0
5690,Nidhogg,81.0
5691,Nidhogg 2,76.0
5692,NieR Replicant ver.1.22474487139...,82.0
5693,NieR: Automata,86.0
5694,NieR: Automata - 3C3C1D119440927,79.0
5695,NieR: Automata - Become as Gods Edition,90.0
5696,NieR: Automata - Game of the YoRHa Edition,91.0
5697,Night Call,66.33333333333333
5698,Night Watch,54.0
5699,Night at the Museum: Battle of the Smithsonian,52.0
5700,Night in the Woods,86.66666666666667
5701,NightCry,46.0
5702,NightSky,75.0
5703,Nightmares from the Deep 2: The Siren's Call,69.0
5704,Nights of Azure,67.0
5705,Nights of Azure 2: Bride of the New Moon,66.0
5706,Nihilumbra,74.66666666666667
5707,Nike+ Kinect Training,71.0
5708,Nikoli's Pencil Puzzle,61.0
5709,Nikopol: Secrets of the Immortals,68.0
5710,Nin2-Jump,67.0
5711,"Nine Hours, Nine Persons, Nine Doors",82.0
5712,Nine Parchments,66.5
5713,Ninety-Nine Nights,61.0
5714,Ninja Blade,64.5
5715,Ninja Gaiden 3,58.0
5716,Ninja Gaiden 3: Razor's Edge,68.66666666666667
5717,Ninja Gaiden Black,94.0
5718,Ninja Gaiden II,81.0
5719,Ninja Gaiden Sigma,88.0
5720,Ninja Gaiden Sigma 2,83.0
5721,Ninja Gaiden Sigma 2 Plus,66.0
5722,Ninja Gaiden Sigma Plus,72.0
5723,Ninja Gaiden: Dragon Sword,83.0
5724,Ninja Gaiden: Master Collection,72.0
5725,Ninja Reflex,51.5
5726,Ninja Shodown,61.0
5727,Ninja Usagimaru: The Mysterious Karakuri Castle,63.0
5728,Ninjala,68.0
5729,Ninjamurai,55.0
5730,Ninjatown,80.0
5731,Ninjin: Clash of Carrots,62.0
5732,Nintendo Labo: Toycon 01 Variety Kit,77.0
5733,Nintendo Labo: Toycon 02 Robot Kit,68.0
5734,Nintendo Labo: Toycon 03 Vehicle Kit,69.0
5735,Nintendo Labo: Toycon 04 VR Kit,71.0
5736,Nintendo Land,77.0
5737,Nintendo Pocket Football Club,65.0
5738,Nintendogs + Cats: French Bulldog & New Friends,71.0
5739,Nintendogs + Cats: Golden Retriever & New Friends,71.0
5740,Nintendogs + Cats: Toy Poodle & New Friends,71.0
5741,Nintendogs: Chihuahua & Friends,83.0
5742,Nintendogs: Dachshund & Friends,83.0
5743,Nintendogs: Dalmatian & Friends,83.0
5744,Nintendogs: Lab & Friends,83.0
5745,Nioh,88.0
5746,Nioh 2,85.0
5747,Nioh 2: Darkness in the Capital,79.0
5748,Nioh 2: The Complete Edition,86.0
5749,Nioh 2: The First Samurai,71.0
5750,Nioh 2: The Tengu's Disciple,77.0
5751,Nioh: Bloodshed's End,85.0
5752,Nioh: Complete Edition,84.0
5753,Nioh: Defiant Honor,79.0
5754,Nioh: Dragon of the North,76.0
5755,Nippon Marathon,54.0
5756,Nitrobike,49.0
5757,Nitroplus Blasterz: Heroines Infinite Duel,70.0
5758,No Gravity: The Plague of Mind,65.0
5759,No Heroes Allowed!,71.0
5760,No Longer Home,73.0
5761,No Man's Sky,69.66666666666667
5762,No Man's Sky Beyond,83.0
5763,No More Heroes,82.5
5764,No More Heroes 2: Desperate Struggle,83.0
5765,No More Heroes III,75.0
5766,No More Heroes: Heroes Paradise,72.0
5767,No Straight Roads,70.66666666666667
5768,No Time to Explain,53.0
5769,Nobunaga's Ambition: Iron Triangle,76.0
5770,Nobunaga's Ambition: Rise to Power,70.0
5771,Nobunaga's Ambition: Sphere of Influence,80.0
5772,Nobunaga's Ambition: Sphere of Influence - Ascension,74.0
5773,Nobunaga's Ambition: Taishi,70.0
5774,Noby Noby Boy,75.0
5775,Noita,76.0
5776,Noitu Love: Devolution,79.0
5777,Nom Nom Galaxy,69.0
5778,Norn9: Var Commons,75.0
5779,Northgard,79.0
5780,Nostalgia,72.0
5781,Nostradamus: The Last Prophecy,70.0
5782,Not A Hero: Super Snazzy Edition,75.0
5783,Not Tonight,71.0
5784,Not Tonight: Take Back Control Edition,78.0
5785,Not a Hero,74.5
5786,Novadrome,50.0
5787,Novastrike,49.0
5788,Nowhere Prophet,77.0
5789,Nuclear Dawn,71.0
5790,Nuclear Throne,85.5
5791,Nucleus,59.0
5792,NyxQuest: Kindred Spirits,82.0
5793,OK K.O.! Let's Play Heroes,57.0
5794,OMNO,76.5
5795,ONRUSH,76.0
5796,OVERKILL's The Walking Dead,51.0
5797,OVERPASS,59.666666666666664
5798,OVIVO,71.0
5799,Obduction,76.0
5800,Obliteracers,74.0
5801,Oblitus,69.0
5802,Obscure,64.66666666666667
5803,Obscure: The Aftermath,59.5
5804,Obscuritas,63.0
5805,Observation,77.0
5806,Observer,79.0
5807,Observer: System Redux,79.66666666666667
5808,Ocean's Heart,79.0
5809,Oceanhorn 2: Knights of the Lost Realm,71.0
5810,Oceanhorn: Monster of Uncharted Seas,69.25
5811,Octahedron,80.0
5812,Octahedron: Transfixed Edition,78.0
5813,Octodad: Dadliest Catch,69.0
5814,Octomania,66.0
5815,Octopath Traveler,81.5
5816,Odama,62.0
5817,Oddworld: Abe's Oddysee - New 'n' Tasty,82.33333333333333
5818,Oddworld: Munch's Oddysee HD,65.0
5819,Oddworld: Soulstorm,69.5
5820,Oddworld: Stranger's Wrath,88.0
5821,Oddworld: Stranger's Wrath HD,79.0
5822,Ode,75.0
5823,Odin Sphere,83.0
5824,Odin Sphere Leifthrasir,87.0
5825,Of Bird and Cage,44.0
5826,Of Orcs and Men,63.333333333333336
5827,Off-Road Drive,60.0
5828,Officers,64.0
5829,Offworld Trading Company,78.0
5830,Oh My Godheads,62.0
5831,Oh...Sir!,64.0
5832,Oh...Sir! The Insult Simulator,60.0
5833,Oil Rush,67.0
5834,Okabu,59.0
5835,Okami,91.5
5836,Okami HD,89.0
5837,Okamiden,82.0
5838,Okhlos,69.0
5839,Okinawa Rush,81.0
5840,OkunoKA,80.0
5841,Old Man's Journey,74.5
5842,Old School Musical,76.0
5843,Old World,80.0
5844,Olija,78.0
5845,OlliOlli,78.5
5846,OlliOlli2: Welcome to Olliwood,84.33333333333333
5847,OlliOlli2: XL Edition,83.0
5848,OlliOlli: Switch Stance,83.0
5849,Olympia Soiree,82.0
5850,Olympic Games Tokyo 2020: The Official Video Game,67.33333333333333
5851,Omega Five,72.0
5852,Omega Quintet,58.0
5853,Omen of Sorrow,64.0
5854,Omensight,74.5
5855,Omerta: City of Gangsters,48.5
5856,On Rusty Trails,77.0
5857,One Finger Death Punch 2,83.0
5858,One Line Coloring,74.0
5859,One Night Stand,71.0
5860,One Piece Grand Battle,67.0
5861,One Piece: Burning Blood,63.0
5862,One Piece: Grand Adventure,68.0
5863,One Piece: Grand Battle,69.0
5864,One Piece: Grand Cruise,35.0
5865,One Piece: Pirate Warriors,64.0
5866,One Piece: Pirate Warriors 2,71.0
5867,One Piece: Pirate Warriors 3,74.0
5868,One Piece: Pirate Warriors 3 - Deluxe Edition,76.0
5869,One Piece: Pirate Warriors 4,73.33333333333333
5870,One Piece: Pirates' Carnival,48.0
5871,One Piece: Romance Dawn,42.0
5872,One Piece: Unlimited Adventure,67.0
5873,One Piece: Unlimited Cruise SP,46.0
5874,One Piece: Unlimited Cruise SP 2,49.0
5875,One Piece: Unlimited World Red,68.5
5876,One Piece: Unlimited World Red - Deluxe Edition,68.0
5877,One Piece: World Seeker,61.5
5878,One Punch Man: A Hero Nobody Knows,58.0
5879,One Step From Eden,78.0
5880,One Upon Light,59.0
5881,One Way Trip,41.0
5882,OneShot,80.0
5883,Onechanbara Z2: Chaos,57.0
5884,Onechanbara: Bikini Samurai Squad,39.0
5885,Onechanbara: Bikini Zombie Slayers,55.0
5886,Onee Chanbara ORIGIN,65.5
5887,Onimusha: Dawn of Dreams,81.0
5888,Onimusha: Warlords,71.25
5889,Oninaki,68.5
5890,Online Chess Kingdoms,60.0
5891,Onslaught,66.0
5892,Ontamarama,71.0
5893,Oozi: Earth Adventure,66.0
5894,Open Me!,72.0
5895,Open Season,59.0
5896,Operation Abyss: New Tokyo Legacy,66.0
5897,Operation Babel: New Tokyo Legacy,63.0
5898,Operation Darkness,46.0
5899,Operation Flashpoint: Dragon Rising,76.33333333333333
5900,Operation Flashpoint: Elite,64.0
5901,Operation Flashpoint: Red River,67.66666666666667
5902,Operation: Tango,71.5
5903,Operation: Vietnam,65.0
5904,Operencia: The Stolen Sun,79.66666666666667
5905,Opoona,65.0
5906,Orangeblood,57.0
5907,Orcs & Elves,68.0
5908,Orcs Must Die!,81.0
5909,Orcs Must Die! 2,83.0
5910,Orcs Must Die! 3,75.0
5911,Order Up!,76.0
5912,Order Up!!,63.5
5913,Order of Battle: Pacific,81.0
5914,Order of War,69.0
5915,Oreshika: Tainted Bloodlines,78.0
5916,Orgarhythm,62.0
5917,Ori and the Blind Forest,88.0
5918,Ori and the Blind Forest: Definitive Edition,88.66666666666667
5919,Ori and the Will of the Wisps,90.33333333333333
5920,Oriental Empires,74.0
5921,Orion: Dino Horde,36.0
5922,Orwell,77.0
5923,Orwell's Animal Farm,65.0
5924,Osmos,80.0
5925,Othello,55.0
5926,Othercide,74.33333333333333
5927,Otomedius Excellent,48.0
5928,Our World Is Ended.,59.0
5929,Oure,53.0
5930,Out There: Omega The Alliance,74.0
5931,Out of Ammo,48.0
5932,Out of Line,70.0
5933,Out of the Park Baseball 10,83.0
5934,Out of the Park Baseball 13,85.0
5935,Out of the Park Baseball 14,86.0
5936,Out of the Park Baseball 15,89.0
5937,Out of the Park Baseball 17,92.0
5938,Out of the Park Baseball 9,82.0
5939,Out of the Park Baseball Manager 2006,73.0
5940,OutRun 2006: Coast 2 Coast,80.25
5941,OutRun Online Arcade,79.0
5942,Outbuddies DX,70.0
5943,Outcast: Second Contact,65.33333333333333
5944,Outcry,63.0
5945,Outer Wilds,84.0
