,name,scores_avg
9352,Urban Empire,62.0
9353,Urban Reign,60.0
9354,Urban Trial Freestyle,62.0
9355,Urban Trial Freestyle 2,67.0
9356,Urban Trial Playground,67.0
9357,Urban Trial Tricky,64.0
9358,Utawarerumono Zan,59.0
9359,Utawarerumono: Mask of Deception,68.0
9360,Utawarerumono: Mask of Truth,75.0
9361,Utawarerumono: Prelude to the Fallen,76.0
9362,V-Rally 4,58.666666666666664
9363,VA-11 Hall-A: Cyberpunk Bartender Action,81.0
9364,VIDEOBALL,82.0
9365,VOEZ,81.0
9366,VR Ping Pong Pro,55.0
9367,VVVVVV,81.33333333333333
9368,Vacation Simulator,77.0
9369,Vaccine,46.0
9370,Vader Immortal: A Star Wars VR Series,69.0
9371,Valdis Story: Abyssal City,83.0
9372,Valentino Rossi The Game,75.0
9373,Valfaris,81.25
9374,Valhalla Hills,69.0
9375,Valhalla Knights,53.0
9376,Valhalla Knights 2,50.0
9377,Valhalla Knights 3,48.0
9378,Valhalla Knights: Eldar Saga,35.0
9379,Valiant Hearts: The Great War,78.5
9380,Valkyria Chronicles,85.0
9381,Valkyria Chronicles 4,83.33333333333333
9382,Valkyria Chronicles II,83.0
9383,Valkyria Chronicles Remastered,84.0
9384,Valkyria Revolution,55.0
9385,Valkyrie Drive: Bhikkhuni,72.0
9386,Valkyrie Profile 2: Silmeria,84.0
9387,Valkyrie Profile: Covenant of the Plume,74.0
9388,Valkyrie Profile: Lenneth,80.0
9389,Valley,70.0
9390,Valorant,80.0
9391,Vambrace: Cold Soul,59.0
9392,Vampire Moon: The Mystery of the Hidden Sun,50.0
9393,Vampire Rain,38.0
9394,Vampire Rain: Altered Species,30.0
9395,Vampire: The Masquerade - Coteries of New York,70.0
9396,Vampire: The Masquerade - Shadows of New York,64.0
9397,Vampyr,70.25
9398,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,55.666666666666664
9399,Vandal Hearts: Flames of Judgment,69.0
9400,Vane,49.0
9401,Vanguard: Saga of Heroes,68.0
9402,Vanquish,82.0
9403,Vaporum,71.33333333333333
9404,Vasara Collection,73.5
9405,Vector Thrust,57.0
9406,Vectronom,82.0
9407,Velocibox,62.0
9408,Velocity,87.0
9409,Velocity 2X,87.66666666666667
9410,Velocity Ultra,87.0
9411,Velvet Assassin,58.5
9412,Vempire,66.0
9413,Venetica,50.0
9414,Venture Kid,58.0
9415,Verdun,58.0
9416,Very Very Valet,75.0
9417,Vesper,75.0
9418,Vessel,81.0
9419,Vesta,64.0
9420,Vicious Circle,58.0
9421,Victor Vran,75.0
9422,Victor Vran: Overkill Edition,79.0
9423,Victoria II,75.0
9424,Victoria II: Heart of Darkness,81.0
9425,Victorious Boxers: Revolution,59.0
9426,Vietcong 2,61.0
9427,Viewtiful Joe: Double Trouble!,73.0
9428,Viewtiful Joe: Red Hot Rumble,62.5
9429,Vigil: The Longest Night,75.0
9430,Vigilante 8: Arcade,58.0
9431,Vigor,61.0
9432,Viking: Battle for Asgard,66.5
9433,Vikings: Wolves of Midgard,65.66666666666667
9434,Violett,61.0
9435,Viral Survival,66.0
9436,Virginia,77.0
9437,Virtua Fighter 5,85.0
9438,Virtua Fighter 5 Final Showdown,81.5
9439,Virtua Fighter 5 Online,89.0
9440,Virtua Fighter 5 Ultimate Showdown,77.0
9441,Virtua Quest,54.0
9442,Virtua Tennis 2009,70.25
9443,Virtua Tennis 3,79.66666666666667
9444,Virtua Tennis 4,68.0
9445,Virtua Tennis 4: World Tour Edition,77.0
9446,Virtua Tennis: World Tour,84.0
9447,VirtuaVerse,75.0
9448,Virtual-On: Oratorio Tangram Ver.5.66,73.0
9449,Visage,79.66666666666667
9450,Vitamin Connection,80.0
9451,Viva Pinata,81.0
9452,Viva Pinata: Party Animals,56.0
9453,Viva Pinata: Pocket Paradise,82.0
9454,Viva Pinata: Trouble in Paradise,82.0
9455,Viviette,58.0
9456,Voice of Cards: The Isle Dragon Roars,75.5
9457,Void Bastards,78.0
9458,Volgarr the Viking,76.0
9459,Voltron: Defender of the Universe,51.0
9460,Volume,75.5
9461,Voodoo Dice,61.0
9462,Voodoo Vince Remastered,70.0
9463,Vostok Inc.,65.0
9464,Voyage: Inspired by Jules Verne,71.0
9465,Vroom in the Night Sky,17.0
9466,WALL-E,67.0
9467,WARTILE,68.0
9468,WE ARE DOOMED,61.0
9469,WE ARE FOOTBALL,67.0
9470,WHAT THE GOLF?,83.5
9471,WRC 10 The Official Game,76.66666666666667
9472,WRC 2: FIA World Rally Championship 2011,64.5
9473,WRC 3,62.0
9474,WRC 3: FIA World Rally Championship,62.0
9475,WRC 4: FIA World Rally Championship,63.0
9476,WRC 5,63.5
9477,WRC 6: World Rally Championship,66.66666666666667
9478,WRC 7,70.0
9479,WRC 8 FIA World Rally Championship,73.25
9480,WRC 9 FIA World Rally Championship,78.0
9481,WRC Powerslide,58.0
9482,WRC: FIA World Rally Championship,67.0
9483,WRITHE,60.0
9484,WTF: Work Time Fun,63.0
9485,WWE '12,71.5
9486,WWE '13,77.0
9487,WWE 2K Battlegrounds,58.0
9488,WWE 2K14,74.5
9489,WWE 2K15,59.0
9490,WWE 2K16,72.5
9491,WWE 2K17,68.5
9492,WWE 2K18,66.5
9493,WWE 2K19,76.5
9494,WWE 2K20,44.0
9495,WWE All Stars,72.25
9496,WWE Day of Reckoning 2,76.0
9497,WWE Legends of WrestleMania,70.5
9498,WWE SmackDown vs. Raw 2007,79.66666666666667
9499,WWE SmackDown vs. Raw 2008,67.33333333333333
9500,WWE SmackDown vs. Raw 2009,74.0
9501,WWE SmackDown vs. Raw 2010,78.5
9502,WWE SmackDown vs. Raw 2011,73.66666666666667
9503,WWE SmackDown! vs. Raw 2006,82.5
9504,WWE WrestleMania 21,56.0
9505,WWI Tannenberg: Eastern Front,61.0
9506,WWI: Verdun - Western Front,56.0
9507,WWII Aces,41.0
9508,WWII Tank Commander,46.0
9509,Wacky Races: Crash & Dash,40.0
9510,Wacky World of Sports,45.0
9511,Wailing Heights,70.0
9512,Wakeboarding HD,63.0
9513,Waking,44.0
9514,"Wallace & Gromit's Grand Adventures, Episode 1: Fright of the Bumblebees",74.5
9515,"Wallace & Gromit's Grand Adventures, Episode 2: The Last Resort",72.5
9516,"Wallace & Gromit's Grand Adventures, Episode 3: Muzzled!",73.5
9517,"Wallace & Gromit's Grand Adventures, Episode 4: The Bogey Man",72.0
9518,Wallace & Gromit: Curse of the Were-Rabbit,69.0
9519,Wallachia: Reign of Dracula,68.0
9520,Walt Disney Pictures Bolt,58.0
9521,Wandersong,82.0
9522,Wanted Corp,59.0
9523,Wanted: Weapons of Fate,61.666666666666664
9524,War Front: Turning Point,73.0
9525,War Rock,53.0
9526,War Thunder,78.5
9527,War World,45.0
9528,War World: Tactical Combat,74.0
9529,War for the Overworld,65.0
9530,War of the Roses,73.0
9531,War of the Vikings,62.0
9532,"War, the Game",65.0
9533,WarTech: Senko no Ronde,60.0
9534,Warborn,66.0
9535,Warcraft III: Reforged,59.0
9536,Warface,62.0
9537,Warframe,76.0
9538,Wargame: AirLand Battle,80.0
9539,Wargame: European Escalation,81.0
9540,Wargame: Red Dragon,78.0
9541,Wargroove,82.75
9542,"Warhammer 40,000: Armageddon",68.0
9543,"Warhammer 40,000: Battlesector",72.0
9544,"Warhammer 40,000: Dawn of War - Dark Crusade",87.0
9545,"Warhammer 40,000: Dawn of War - Soulstorm",73.0
9546,"Warhammer 40,000: Dawn of War - Winter Assault",85.0
9547,"Warhammer 40,000: Dawn of War II",85.0
9548,"Warhammer 40,000: Dawn of War II - Chaos Rising",84.0
9549,"Warhammer 40,000: Dawn of War II - Retribution",80.0
9550,"Warhammer 40,000: Dawn of War III",77.0
9551,"Warhammer 40,000: Eternal Crusade",52.0
9552,"Warhammer 40,000: Gladius - Relics of War",71.0
9553,"Warhammer 40,000: Inquisitor - Martyr",67.66666666666667
9554,"Warhammer 40,000: Kill Team",66.0
9555,"Warhammer 40,000: Mechanicus",72.33333333333333
9556,"Warhammer 40,000: Regicide",72.0
9557,"Warhammer 40,000: Sanctus Reach",69.0
9558,"Warhammer 40,000: Space Marine",73.33333333333333
9559,"Warhammer 40,000: Squad Command",62.0
9560,Warhammer Age of Sigmar: Storm Ground,64.0
9561,Warhammer Age of Sigmar: Tempestfall,62.0
9562,Warhammer Online: Age of Reckoning,86.0
9563,Warhammer Quest,55.0
9564,Warhammer: Battle March,55.0
9565,Warhammer: Battle for Atluma,55.0
9566,Warhammer: Chaosbane,68.0
9567,Warhammer: End Times - Vermintide,76.33333333333333
9568,Warhammer: Mark of Chaos,73.0
9569,Warhammer: Mark of Chaos - Battle March,65.0
9570,Warhammer: Vermintide 2,82.5
9571,Warhawk,84.0
9572,Wario Land: Shake It!,78.0
9573,Wario: Master of Disguise,60.0
9574,WarioWare D.I.Y.,82.0
9575,WarioWare D.I.Y. Showcase,73.0
9576,WarioWare Gold,78.0
9577,WarioWare: Get It Together!,76.0
9578,WarioWare: Smooth Moves,83.0
9579,WarioWare: Snapped!,53.0
9580,WarioWare: Touched!,81.0
9581,WarioWare: Twisted!,88.0
9582,Warlander,59.0
9583,Warlock 2: The Exiled,73.0
9584,Warlock: Master of the Arcane,71.0
9585,Warlocks 2: God Slayers,59.0
9586,Warlocks vs Shadows,68.0
9587,Warlords,51.0
9588,Warp,75.33333333333333
9589,Warparty,62.0
9590,Warpath,55.0
9591,Warplanes: WW2 Dogfight,56.0
9592,Warriors All-Stars,70.0
9593,Warriors Orochi,55.25
9594,Warriors Orochi 2,50.666666666666664
9595,Warriors Orochi 3,70.5
9596,Warriors Orochi 3 Hyper,64.0
9597,Warriors Orochi 3 Ultimate,75.0
9598,Warriors Orochi 4,66.66666666666667
9599,Warriors Orochi 4 Ultimate,70.0
9600,Warriors: Legends of Troy,49.0
9601,Warsaw,65.5
9602,Warship Gunner 2,62.0
9603,Wasteland 2,81.0
9604,Wasteland 2: Director's Cut,77.66666666666667
9605,Wasteland 3,82.66666666666667
9606,Wasteland 3: The Battle of Steeltown,73.0
9607,Watch Dogs,74.25
9608,Watch Dogs 2,79.33333333333333
9609,Watch Dogs: Bad Blood,76.0
9610,Watch Dogs: Legion,72.66666666666667
9611,Watch Dogs: Legion - Bloodline,73.0
9612,Watchmen: The End Is Nigh,56.666666666666664
9613,Watchmen: The End Is Nigh Complete Experience,59.0
9614,Watchmen: The End Is Nigh Part 2,44.0
9615,Wattam,73.0
9616,Waveform,81.0
9617,Wavey The Rocket,62.0
9618,Way of the Dogg,41.0
9619,Way of the Passive Fist,68.0
9620,Way of the Samurai 3,56.5
9621,Way of the Samurai 4,65.0
9622,Wayward Manor,41.0
9623,Wayward Sky,72.0
9624,We Are The Dwarves,60.0
9625,We Cheer,56.0
9626,We Cheer 2,64.0
9627,We Happy Few,64.33333333333333
9628,We Love Golf!,75.0
9629,We Love Katamari,86.0
9630,We Ski,67.0
9631,We Ski & Snowboard,66.0
9632,We Were Here Too,69.0
9633,We. The Revolution,75.0
9634,Weakless,65.0
9635,Weapon Shop de Omasse,63.0
9636,Weedcraft Inc,67.0
9637,Weeping Doll,32.0
9638,Welcome to Elk,82.0
9639,Werewolf: The Apocalypse - Earthblood,52.5
9640,Werewolf: The Apocalypse - Heart of the Forest,75.5
9641,Werewolves Within,76.0
9642,West of Dead,71.0
9643,West of Loathing,86.0
9644,Westerado: Double Barreled,80.0
9645,Wet,69.5
9646,"What Did I Do to Deserve This, My Lord!?",69.0
9647,"What Did I Do to Deserve This, My Lord!? 2",73.0
9648,What Happened,61.0
9649,What Remains of Edith Finch,89.25
9650,What The Dub?!,78.0
9651,What's Cooking with Jamie Oliver,47.0
9652,Wheelman,62.666666666666664
9653,Wheels of Aurelia,63.0
9654,Wheels of Destruction: World Tour,49.0
9655,When Ski Lifts Go Wrong,72.0
9656,When The Past Was Around,78.0
9657,When Vikings Attack!,73.0
9658,Where is My Heart?,81.0
9659,Where the Heart Leads,69.5
9660,Where the Water Tastes Like Wine,71.5
9661,Where the Wild Things Are,52.0
9662,Whipseey and the Lost Atlas,54.0
9663,Whirlwind Over Vietnam,49.0
9664,Whispering Willows,63.5
9665,Whispers of a Machine,77.0
9666,White Day: A Labyrinth Named School,67.0
9667,White Knight Chronicles II,60.0
9668,White Knight Chronicles International Edition,64.0
9669,White Night,65.33333333333333
9670,White Shadows,72.5
9671,Who's That Flying?!,76.0
9672,Wide Ocean Big Jacket,79.0
9673,Wii Fit,80.0
9674,Wii Fit Plus,80.0
9675,Wii Fit U,72.0
9676,Wii Music,63.0
9677,Wii Party,68.0
9678,Wii Party U,65.0
9679,Wii Play,58.0
9680,Wii Play: Motion,60.0
9681,Wii Sports,76.0
9682,Wii Sports Club,68.0
9683,Wii Sports Resort,80.0
9684,Wik & the Fable of Souls,77.0
9685,Wild ARMs 5,71.0
9686,Wild ARMs XF,64.0
9687,Wild Arms 4,69.0
9688,Wild Arms Alter Code: F,73.0
9689,Wild Earth: African Safari,60.0
9690,Wild Earth: Photo Safari,72.0
9691,Wild Guns Reloaded,74.0
9692,Wild West Guns,65.0
9693,Wild West Online,29.0
9694,WildStar,82.0
9695,Wildermyth,87.0
9696,Wildfire,76.0
9697,Will of Steel,43.0
9698,Willy Jetman: Astromonkey's Revenge,75.0
9699,Willy Morgan and the Curse of Bone Town,71.0
9700,Wilson's Heart,79.0
9701,WinBack 2: Project Poseidon,50.0
9702,WindJammers,78.5
9703,Windbound,63.0
9704,Windforge,53.0
9705,Windlands,63.0
9706,Winds & Leaves,66.0
9707,Winds of Change,81.0
9708,Windscape,66.0
9709,Windward,61.0
9710,Wing Commander Arena,51.0
9711,Wing Island,47.0
9712,Wings Over Europe: Cold War Gone Hot,62.0
9713,Wings of Prey,78.0
9714,Wingspan,78.0
9715,Winnie the Pooh's Rumbly Tumbly Adventure,59.0
9716,Winning Eleven: Pro Evolution Soccer 2007,82.0
9717,Winter Sports 2: The Next Challenge,41.0
9718,Winter Sports: The Ultimate Challenge,52.0
9719,Winter Stars,46.0
9720,Wintermoor Tactics Club,80.0
9721,Wipeout 2048,79.0
9722,Wipeout HD,87.0
9723,Wipeout HD Fury,89.0
9724,Wipeout Pulse,82.0
9725,Wipeout Pure,88.0
9726,Wipeout: Omega Collection,85.0
9727,WireWay,62.0
9728,WitchSpring3 Re:Fine - The Story of Eirudy,58.0
9729,Witcheye,70.0
9730,Within the Blade,65.0
9731,Without Warning,45.0
9732,Wits & Wagers,63.0
9733,Wizard of Legend,74.5
9734,Wizardry: Labyrinth of Lost Souls,59.0
9735,Wizorb,79.0
9736,Woah Dave!,71.0
9737,Wolcen: Lords of Mayhem,60.0
9738,Wolf of the Battlefield: Commando 3,66.0
9739,Wolfenstein,72.33333333333333
9740,Wolfenstein 3D,66.0
9741,Wolfenstein II: The New Colossus,85.0
9742,Wolfenstein: Cyberpilot,50.0
9743,Wolfenstein: The New Order,79.66666666666667
9744,Wolfenstein: The Old Blood,75.66666666666667
9745,Wolfenstein: Youngblood,66.5
9746,Wolfstride,77.0
9747,Women's Volleyball Championship,32.0
9748,Wonder Boy: Asha in Monster World,66.5
9749,Wonder Boy: The Dragon's Trap,79.33333333333333
9750,Wonder World Amusement Park,37.0
9751,Wonderbook: Book of Spells,72.0
9752,Wonderbook: Diggs Nightcrawler,76.0
9753,Wooden Sen'SeY,62.0
9754,Woolfe - The Red Hood Diaries,55.0
9755,Word Puzzle,43.0
9756,WordJong,77.0
9757,World Championship Poker 2: Featuring Howard Lederer,67.5
9758,World Championship Poker: Deluxe Series,67.0
9759,World Championship Poker: Featuring Howard Lederer - All In,51.0
9760,World Class Poker with T.J. Cloutier,78.0
9761,World End Syndrome,79.0
9762,World Gone Sour,65.0
9763,World Heroes Anthology,53.0
9764,World Poker Tour,63.666666666666664
9765,World Racing 2,57.5
9766,World Series of Poker,49.0
9767,World Series of Poker 2008: Battle for the Bracelets,74.0
9768,World Series of Poker: Tournament of Champions,69.0
9769,World Soccer Winning Eleven 8 International,89.66666666666667
9770,World Soccer Winning Eleven 9,85.33333333333333
9771,World Tour Soccer,70.0
9772,World Tour Soccer 06,72.0
9773,World Tour Soccer 2006,56.0
9774,World War II Combat: Iwo Jima,26.0
9775,World War Z,69.75
9776,World in Conflict,89.0
9777,World in Conflict: Soviet Assault,72.0
9778,World of Final Fantasy,77.0
9779,World of Final Fantasy Maxima,77.0
9780,World of Goo,89.33333333333333
9781,World of Tanks,78.66666666666667
9782,World of Tanks: Xbox 360 Edition,77.0
9783,World of Van Helsing: Deathtrap,80.0
9784,World of Warcraft Classic,81.0
9785,World of Warcraft: Battle for Azeroth,79.0
9786,World of Warcraft: Cataclysm,90.0
9787,World of Warcraft: Legion,88.0
9788,World of Warcraft: Mists of Pandaria,82.0
9789,World of Warcraft: Shadowlands,83.0
9790,World of Warcraft: The Burning Crusade,91.0
9791,World of Warcraft: Warlords of Draenor,87.0
9792,World of Warcraft: Wrath of the Lich King,91.0
9793,World of Warplanes,69.0
9794,World of Warriors,61.0
9795,World of Warships,81.0
9796,World to the West,75.0
9797,World's End Club,62.0
9798,WorldShift,63.0
9799,Worlds of Magic,52.0
9800,Worldwide Soccer Manager 2008,86.0
9801,Worldwide Soccer Manager 2009,83.0
9802,Worm Jazz,73.0
9803,Worms,75.5
9804,Worms 2: Armageddon,80.0
9805,Worms 3D,69.0
9806,Worms 4: Mayhem,70.0
9807,Worms Battlegrounds,66.0
9808,Worms Clan Wars,73.0
9809,Worms Forts: Under Siege,65.0
9810,Worms Reloaded,79.0
9811,Worms Revolution,73.0
9812,Worms Revolution Extreme,67.0
9813,Worms Rumble,70.0
9814,Worms Ultimate Mayhem,59.0
9815,Worms W.M.D,78.0
9816,Worms: A Space Oddity,64.0
9817,Worms: Battle Islands,65.0
9818,Worms: Open Warfare,67.0
9819,Worms: Open Warfare 2,80.5
9820,Wraith: The Oblivion - Afterlife,76.0
9821,Wreckateer,67.0
9822,Wrecked: Revenge Revisited,60.5
9823,Wreckfest,81.25
9824,Wulverblade,76.33333333333333
9825,Wunderling,81.0
9826,Wuppo,78.0
9827,Wytchwood,78.0
9828,X Rebirth,33.0
9829,X-Blades,51.333333333333336
9830,X-Men Legends II: Rise of Apocalypse,82.4
9831,X-Men Origins: Wolverine,66.6
9832,X-Men: Destiny,44.333333333333336
9833,X-Men: The Arcade Game,67.0
9834,X-Men: The Official Game,52.0
9835,X-Morph: Defense,75.0
9836,X3: Reunion,71.0
9837,X3: Terran Conflict,73.0
9838,X4: Foundations,59.0
9839,XCOM 2,87.33333333333333
9840,XCOM 2 Collection,77.0
9841,XCOM 2: War of the Chosen,88.0
9842,XCOM: Chimera Squad,77.0
9843,XCOM: Enemy Unknown,89.33333333333333
9844,XCOM: Enemy Unknown Plus,82.0
9845,XCOM: Enemy Within,87.0
9846,XG Blast!,68.0
9847,XIII (Remake),33.333333333333336
9848,XIII Century: Death or Glory,62.0
9849,XType Plus,76.0
9850,Xanadu Next,78.0
9851,Xenoblade Chronicles,92.0
9852,Xenoblade Chronicles 2,83.0
9853,Xenoblade Chronicles 2: Torna ~ The Golden Country,80.0
9854,Xenoblade Chronicles 3D,86.0
9855,Xenoblade Chronicles X,84.0
9856,Xenoblade Chronicles: Definitive Edition,89.0
9857,Xenon Racer,64.0
9858,Xenonauts,77.0
9859,Xenoraid,65.0
9860,Xenosaga Episode II: Jenseits von Gut und Bose,73.0
9861,Xenosaga Episode III: Also sprach Zarathustra,81.0
9862,Xeodrifter,73.66666666666667
9863,Xevious,56.0
9864,Xiaolin Showdown,46.666666666666664
9865,Xotic,59.5
9866,Xpand Rally,82.0
9867,Xuan-Yuan Sword 7,72.0
9868,Xyanide,70.0
9869,YAIBA: NINJA GAIDEN Z,49.0
9870,YIIK: A Postmodern RPG,62.0
9871,YUMENIKKI -DREAM DIARY-,51.0
9872,Yaiba: Ninja Gaiden Z,46.5
9873,Yakuza,75.0
9874,Yakuza 0,87.0
9875,Yakuza 2,77.0
9876,Yakuza 3,79.0
9877,Yakuza 3 Remastered,77.0
9878,Yakuza 4,78.0
9879,Yakuza 4 Remastered,78.0
9880,Yakuza 5,83.0
9881,Yakuza 5 Remastered,82.0
9882,Yakuza 6: The Song of Life,84.0
9883,Yakuza Kiwami,80.0
9884,Yakuza Kiwami 2,83.5
9885,Yakuza: Dead Souls,64.0
9886,Yakuza: Like a Dragon,85.0
9887,Yar's Revenge,55.0
9888,Yaris,17.0
9889,Yatagarasu: Attack on Cataclysm,73.0
9890,Year Walk,84.5
9891,"Yes, Your Grace",74.5
9892,YesterMorrow,49.0
9893,Yesterday,65.0
9894,Yesterday Origins,73.5
9895,Yet Another Zombie Defense HD,45.0
9896,Yggdra Union,77.0
9897,Yggdra Union: We'll Never Fight Alone,73.0
9898,Yie Ar Kung-Fu,51.0
9899,Yo-kai Watch,76.0
9900,Yo-kai Watch 2: Bony Spirits,72.0
9901,Yo-kai Watch 2: Fleshy Souls,70.0
9902,Yo-kai Watch 2: Psychic Specters,73.0
9903,Yo-kai Watch 3,80.0
9904,Yo-kai Watch Blasters: Red Cat Corps,67.0
9905,Yo-kai Watch Blasters: White Dog Squad,67.0
9906,Yoku's Island Express,83.0
9907,Yomawari: Midnight Shadows,77.0
9908,Yomawari: Night Alone,75.0
9909,Yomawari: The Long Night Collection,73.0
9910,Yonder: The Cloud Catcher Chronicles,71.5
9911,Yono and the Celestial Elephants,73.0
9912,Yooka-Laylee,72.25
9913,Yooka-Laylee and the Impossible Lair,82.0
9914,Yoostar 2: In The Movies,52.0
9915,Yoshi Topsy-Turvy,60.0
9916,Yoshi Touch & Go,73.0
9917,Yoshi's Crafted World,79.0
9918,Yoshi's Island DS,81.0
9919,Yoshi's New Island,64.0
9920,Yoshi's Woolly World,78.0
9921,Yosumin! LIVE,64.0
9922,You Are Empty,34.0
9923,You Don't Know Jack,82.0
9924,You're in the Movies,55.0
9925,"You, Me, and the Cubes",79.0
9926,Young Thor,71.0
9927,Your Shape Fitness Evolved 2012,77.0
